,Model Number,Accuracy,Sample Count
422,3,0.13894952833652496,27136
423,4,0.14480841159820557,27136
424,1,0.14013148844242096,27392
425,2,0.13476666808128357,27392
426,3,0.13859814405441284,27392
427,4,0.14437685906887054,27392
428,1,0.13979266583919525,27648
429,2,0.13445688784122467,27648
430,3,0.13825321197509766,27648
431,4,0.14395320415496826,27648
432,1,0.1394599974155426,27904
433,2,0.13415272533893585,27904
434,3,0.1379145383834839,27904
435,4,0.1435372680425644,27904
436,1,0.13913333415985107,28160
437,2,0.13385406136512756,28160
438,3,0.1375819891691208,28160
439,4,0.14312882721424103,28160
440,1,0.13881249725818634,28416
441,2,0.13356071710586548,28416
442,3,0.13725535571575165,28416
443,4,0.14272767305374146,28416
444,1,0.13849733769893646,28672
445,2,0.13327257335186005,28672
446,3,0.13693451881408691,28672
447,4,0.14233362674713135,28672
448,1,0.1381877213716507,28928
449,2,0.13298948109149933,28928
450,3,0.13661929965019226,28928
451,4,0.14194649457931519,28928
452,1,0.1378834843635559,29184
453,2,0.13271130621433258,29184
454,3,0.13630956411361694,29184
455,4,0.14156608283519745,29184
456,1,0.13758447766304016,29440
457,2,0.13243792951107025,29440
458,3,0.13600517809391022,29440
459,4,0.1411922425031662,29440
460,1,0.1372905969619751,29696
461,2,0.1321692317724228,29696
462,3,0.13570597767829895,29696
463,4,0.14082477986812592,29696
464,1,0.13700169324874878,29952
465,2,0.13190507888793945,29952
466,3,0.13541185855865479,29952
467,4,0.14046356081962585,29952
468,1,0.13671764731407166,30208
469,2,0.13164538145065308,30208
470,3,0.13512268662452698,30208
471,4,0.1401084065437317,30208
472,1,0.13643833994865417,30464
473,2,0.13139000535011292,30464
474,3,0.13483832776546478,30464
475,4,0.13975916802883148,30464
476,1,0.1361636370420456,30720
477,2,0.1311388462781906,30720
478,3,0.13455867767333984,30720
479,4,0.1394156962633133,30720
480,1,0.13589344918727875,30976
481,2,0.1308917999267578,30976
482,3,0.13428360223770142,30976
483,4,0.13907787203788757,30976
484,1,0.1356276422739029,31232
485,2,0.13064877688884735,31232
486,3,0.13401301205158234,31232
487,4,0.1387455314397812,31232
488,1,0.13536612689495087,31488
489,2,0.13040967285633087,31488
490,3,0.13374677300453186,31488
491,4,0.1384185552597046,31488
492,1,0.1351087987422943,31744
493,2,0.1301743984222412,31744
494,3,0.13348479568958282,31744
495,4,0.13809679448604584,31744
496,1,0.13485555350780487,32000
497,2,0.1299428641796112,32000
498,3,0.13322699069976807,32000
499,4,0.13778015971183777,32000
500,1,0.13460630178451538,32256
501,2,0.1297149658203125,32256
502,3,0.13297322392463684,32256
503,4,0.13746850192546844,32256
504,1,0.13436093926429749,32512
505,2,0.12949062883853912,32512
506,3,0.13272343575954437,32512
507,4,0.1371617168188095,32512
508,1,0.13411937654018402,32768
509,2,0.1292697638273239,32768
510,3,0.1324775218963623,32768
511,4,0.1368596851825714,32768
512,1,0.13388153910636902,33024
513,2,0.1290523111820221,33024
514,3,0.13223537802696228,33024
515,4,0.1365623027086258,33024
